,0,1,2,3,4,5
1981-01-05,-0.6884279047793908,1.1893109025505153,0.3210771028602445,1.3942185259006274,-1.3351325231069116,1.1108252439232615
1981-01-08,-0.630080825736102,1.1423162678191376,0.09194009552120852,1.5224474867951976,-1.061074519929749,0.9430860255184853
1981-01-12,-0.5857356201660815,1.1839501271294175,-0.2811864512887923,1.1351331293221967,-0.8958510750254587,0.6805742856556999
1981-01-15,-0.5777765192463924,1.11573789599657,-0.6277008681601361,0.8158326708919639,-0.695562897655218,0.5190376666568347
1981-01-19,-0.5849674632235938,0.609753500613113,-1.7616893574493468,0.5581102712979819,-0.2937412215638439,0.3515422132827402
1981-01-22,-0.6365575130525996,0.22048440046771528,-2.4743887557886053,0.04918867405240944,0.007177176852092799,0.26150778943563213
1981-01-26,-0.7004955535685053,-0.5490968779872185,-2.7625058504816327,-0.5510164653241153,0.2363956462791337,0.6073294875672375
1981-01-29,-0.6912015528748819,-0.961786769126701,-2.3739217477684256,-0.773493162759431,0.7256015888766802,0.5785773562382668
1981-02-02,-0.6845701472310803,-0.7879017810193406,-1.2146492082068299,-1.4317737599304754,1.5508415642873887,-0.09012667313944259
1981-02-05,-0.7155849531012206,-0.5959381267190124,0.46475077386188773,-1.7087395653191044,1.6634209839247518,-0.021024872705754392
1981-02-09,-0.749961359270637,-0.789846625112271,2.582923211903414,-1.4878051820599814,1.1222685247372957,0.618503836742853
1981-02-12,-0.7485133460304367,-0.6672051756281786,2.865416950236544,-1.3986750054959627,0.5891359152959458,0.5102433292613048
1981-02-16,-0.7421359073485077,0.22018148732724557,2.338971446125132,-0.9721834548639443,0.5080171229283689,-0.23475534487330332
1981-02-19,-0.7593830866356273,0.24612901610451762,1.3887187308607514,-0.49187079832943736,0.2148557415407031,-0.3855983679375502
1981-02-23,-0.8036271158966708,-0.9073891494309586,0.46915845538838413,-0.015463234271232423,-0.8811352069186277,0.2199961867250545
1981-02-26,-0.8048476629237622,-1.7344209648895461,0.47071486178372113,0.41377398955193784,-1.2492011740550686,0.8772841955717579
1981-03-02,-0.7544772846479062,-1.7640309847057096,0.3788011033239281,0.5852394453667238,-0.7797525954034734,1.42980049677857
1981-03-05,-0.7239684214239199,-1.468420408881116,0.4653739843507879,0.34072040324969693,-0.5469280459283978,1.3568936266114144
1981-03-09,-0.7162239333946312,-1.0273930837236123,0.7768662806788192,0.06719964181064703,-0.37486599146510546,1.3832813764629583
1981-03-12,-0.7386622259053724,-0.7214055604840206,0.8000026506646628,0.2519826909779284,-0.18944023719601405,1.931659400544889
1981-03-16,-0.7608878334676528,-0.4715701535703501,0.8429310691981208,0.629933518571642,-0.21622631050367097,2.0797937357170366
1981-03-19,-0.7780928467683801,-0.18588982087524147,0.7333108458928063,0.5090021892505608,-0.3367736699998495,1.6912583224238695
1981-03-23,-0.7889924952414876,0.3927177783329156,0.4509007037266843,0.24354442866790646,-0.1997230189227459,1.321216960252336
1981-03-26,-0.7593035355865042,0.8031755199896712,0.4280385203722308,0.19283912077332607,-0.0010258954569200341,1.1415461532605766
1981-03-30,-0.7366140745637004,0.9183334730990856,0.042525636463583344,0.2773848281610778,0.011291366186413354,0.8834584727295783
1981-04-02,-0.7396163390816737,0.7725662287804873,-0.5276597109616743,0.23337757625061795,-0.11351743361217868,0.9315742610885099
1981-04-06,-0.7579299789196243,0.7836965419433631,-0.744810943150701,-0.2666729239290189,-0.16227433595949783,1.1666607646851046
1981-04-09,-0.7912356394809443,0.8941848558932568,-0.7170237708863813,-0.5955175251300454,-0.09066326366539203,1.138979283477505
1981-04-13,-0.8059405422637659,1.0446109956492646,-0.5657152919754113,-0.30264616062151645,0.07186132910901576,1.555426781443957
1981-04-16,-0.7970659632412167,1.1340010551747415,-0.42254092466234194,0.27043084233365877,0.20622427708025948,2.1729068969214693
1981-04-20,-0.8191433785812194,1.1656916664179569,-0.7102149942772151,0.4414159082259987,0.36344521300165644,2.316553216258905
1981-04-23,-0.8333655526550198,1.4000630495129875,-1.0278286759353956,0.006563343810171458,0.5800649661911816,1.9371652768225447
1981-04-27,-0.8366821464512143,1.8178461916838382,-1.028513103741214,-0.9098058675533375,0.5864411323104236,1.247373837120346
1981-04-30,-0.8685160710289614,1.9571613347710493,-0.849219029120512,-1.451153836196462,0.5696098177523748,0.7732614338724975
1981-05-04,-0.8869238720275733,2.0083023304731262,-0.7390739188657398,-1.4249947429335472,0.9550269214381697,0.6320793355377728
1981-05-07,-0.8567069832498909,1.9122222601874799,-0.9720667553228696,-0.9192136688768486,1.226068852023186,0.8522969225434658
1981-05-11,-0.8451700753812906,1.7267833128241517,-1.3932945405052137,-0.45679580468360276,1.0040911663804173,1.0835838977493593
1981-05-14,-0.8767309633914971,1.7811440665780103,-1.2703462239546786,-0.6949669716250979,0.5054608550002604,1.1948797387679
1981-05-18,-0.9062942458908192,1.6618429157636936,-1.130077791514888,-0.8495051118959561,0.07376617676946995,1.3311943786367975
1981-05-21,-0.918675450314509,1.2949248581840012,-1.225633804640984,-1.0188610015990167,-0.28943429212390404,1.3382853314683425
1981-05-25,-0.9101087384736949,1.0279013183643622,-0.6693298367753421,-1.3333347210685476,-0.6960416774899695,1.3807582553852744
1981-05-28,-0.8976660469956097,0.889697028978894,-0.2308589491880946,-0.7023266036436938,-0.5779011885194829,1.7071465231610152
1981-06-01,-0.9521242535734842,0.681796238412954,-0.5707070684234206,-0.1576237614598631,-0.830672972126012,2.054183279055194
1981-06-04,-0.9977849379256454,0.6055519572637117,-0.48343516511038376,-0.6320000390852281,-1.2388066541125,1.9727681701226858
1981-06-08,-0.9624922713473987,0.62186480192647,-0.05627378932056556,-0.5825751170419509,-0.8471040293823141,1.838344491436189
1981-06-11,-0.9132408290270603,0.6240424036062612,-0.2046757057107043,-0.40944444041674627,-0.6626326737702206,1.8194311918446884
1981-06-15,-0.8329791562759404,0.5337029237577894,-0.025494665311039173,-0.5666517360880486,-0.8306191648645852,1.7862480485493744
1981-06-18,-0.7431200012054763,0.6023714459583016,0.026719157349516364,-0.33759750863292237,-0.5883053415355957,1.6346010410363483
1981-06-22,-0.6153443513092898,0.5136797704810956,0.14315825303794644,0.0020430445093895817,-0.3586988600080611,1.5307181626924427
1981-06-25,-0.5387053696343126,0.3233386553340929,-0.06279764509989148,0.08771394310704952,-0.6665577552637438,1.4463416572999743
1981-06-29,-0.5119376252358077,0.5741476685268685,-0.21738301973302734,-0.43431444106207723,-1.1214473936767342,1.2674219205669826
1981-07-02,-0.49137301974092296,0.603271146568655,0.4988194018392215,-0.6209596149158391,-0.8082218873604952,1.527437647330695
1981-07-06,-0.5075389594441533,0.45665087831016926,0.11493391219631113,0.18206768975824122,0.16028684085271372,1.922236898289338
1981-07-09,-0.5665366400778985,0.8335738326742158,-1.276316833452013,0.1902854465371937,0.1712482817159648,1.6167344436151112
1981-07-13,-0.5532976553744351,1.4057210223784493,-1.3551837708440961,-0.9660299028172291,-0.8270642827482692,1.0627706492938798
1981-07-16,-0.46324009685817,1.5236212676982013,-0.0011455830837179563,-0.5723359509055398,-0.8004614947668944,1.2794689428940391
1981-07-20,-0.3498352819048289,1.0271206857224322,0.3514744041549285,0.9140142634192462,-0.2886475949973761,1.663895078640601
1981-07-23,-0.31166108666976183,0.508298207509927,-0.05838243063517344,0.8832119456716551,-0.5294522468570357,1.687238097998574
1981-07-27,-0.2956834686802855,0.3970297414474227,0.027066911101410067,0.23699731567336066,-0.8419914816386592,1.4897447089900882
1981-07-30,-0.2834104292555996,0.2709709744584965,-0.09905142742386981,-0.21834982058207442,-0.8321671076619155,1.0977406230813587
1981-08-03,-0.25699936935308476,-0.04264599157582289,0.04365668028838571,-0.896887858001065,-0.9421108610555583,0.3824155303889077
1981-08-06,-0.2141856310573696,0.019861369466454372,0.8188516117632243,-0.6197789561851127,-0.6849897385535947,0.24165966732340718
1981-08-10,-0.15568998203151813,0.09674016987629576,0.43405069214362135,0.4553963969003296,0.24009621991690466,0.5948188589276656
1981-08-13,-0.16849890547517807,0.16903534250121224,-0.5555903012713562,0.4305158998657479,0.47634030674410865,0.4886494176168463
1981-08-17,-0.2436717255729322,0.14129077756074773,-1.0084531124913705,-0.31073193765230606,0.27812218385629917,-0.17012959306327216
1981-08-20,-0.31613482431773965,-0.3234790718812653,-0.8928373525181187,-0.9010856120139267,0.5583797596597262,-0.48092664480910235
1981-08-24,-0.4175773992716892,-1.0992685034863923,-0.08766069231606262,-1.490849784553142,0.9746008186213555,-0.24207281004750061
1981-08-27,-0.4413995809395916,-1.0797124914285958,0.3623175690670065,-1.2307049988585201,1.0869180009842638,-0.08941909944858739
1981-08-31,-0.4110343646864097,-0.7304592711001835,-0.24864036921753424,-0.3336535129563842,1.0465296142486473,0.05389229386656686
1981-09-03,-0.4209844230548278,-0.7829658552575823,-0.8919579567368229,-0.35369667336624766,0.42133671794713956,0.06463953592339718
1981-09-07,-0.46026780234399417,-0.9743811616085288,-0.939726618500516,-1.0943711612427733,-0.35518742628913375,-0.114756311113956
1981-09-10,-0.4821358516891458,-1.0607109147338094,-0.9366920898314318,-1.4384225151655183,-0.5549374787000066,-0.21658488455250424
1981-09-14,-0.5607736874846638,-1.0353667666282287,-1.192084859725667,-1.8589629440237703,-0.7109550321106626,-0.5686698370100771
1981-09-17,-0.6275550422387428,-0.8938337315290501,-1.2395115626549054,-2.1555765326938365,-0.7314579126069848,-0.7474353413667856
1981-09-21,-0.6094409739008497,-0.4848088874205421,-0.5899969945773264,-1.7818479928206814,-0.27267759167085037,-0.6585335607468977
1981-09-24,-0.5309647668479794,-0.3578766890161786,-0.12086852845041036,-1.1675100321243042,0.20665930780072395,-0.5536379930269091
1981-09-28,-0.4244166448220931,-0.620748558424127,-0.1815618487274637,-1.0182798835862292,0.274653461149071,-0.5570411607114245
1981-10-01,-0.375377307770359,-0.8641455552336551,-0.09214413297526855,-1.5611732911586915,-0.15259756035139269,-0.6796794801201522
1981-10-05,-0.35206170273099474,-1.0138937143944458,0.6273852265909395,-2.493245344495271,-0.8891584107484437,-0.9160306266594234
1981-10-08,-0.3512525240798061,-0.8690140279542456,1.3801544674804702,-2.793228816355243,-1.0968318056233293,-0.9716877895971558
1981-10-12,-0.2824419801696628,-0.14450947204401982,2.0931770431371977,-2.3141239795858404,-0.5569072991654206,-0.9262746139438413
1981-10-15,-0.16633224436221963,0.26460903889139964,1.757327104080376,-1.251606521979642,0.09499523885240266,-0.5338149009036742
1981-10-19,-0.041571653590255254,0.006604837911097636,0.6898821962331834,-0.1206360360326378,0.6866983338504543,-0.018590912344457682
1981-10-22,0.0042873112598624,-0.21759801662243952,0.7275730949609812,-0.2597793315950256,0.8913878836869539,-0.19644228234932745
1981-10-26,0.04434777413030373,-0.1938378953716963,0.7816205616425967,-0.9498518545475326,0.806747676234601,-0.6949155101648864
1981-10-29,0.0756161185980777,-0.046220725840123475,0.18668961669661935,-1.200580506331077,0.6812605265779227,-0.9224457920992714
1981-11-02,0.14460124348526443,-0.07298207161025849,-0.34737617645593466,-0.7116535815854116,0.5658147951205488,-0.5449187919748332
1981-11-05,0.18914880316584273,-0.6355226005646671,-0.9055396232657891,-0.13275807868043862,0.35041934011737436,-0.2626408406187758
1981-11-09,0.224290994018235,-1.178496460409187,-1.550795243951074,-0.058758243182140214,0.11840005046315237,-0.5406529836300245
1981-11-12,0.2640056254730164,-1.2330200955529727,-1.515120358375242,-0.20646117702366984,-0.17259713674543586,-0.42253513006252946
1981-11-16,0.3306914426837336,-0.937145064855976,-1.0703819062807634,-0.2068072815668887,-0.5596391918656407,0.06292027318764859
1981-11-19,0.37206465818594026,-0.5482767261740306,-0.6763345264804189,-0.4497453314617462,-0.7198099229869528,-0.04369598600101362
1981-11-23,0.3856123569135234,-0.623128216672031,-0.7247982483007265,-0.8230619401503203,-1.0906125604387031,-0.6096355174828069
1981-11-26,0.4178932631412028,-1.5257387432435912,-0.859874393559751,0.0695578304153929,-1.2724580850403038,-0.4136201195588753
1981-11-30,0.543604410171619,-2.8252255177539847,-0.03552595389974784,2.520342328907745,-0.4739810010772419,0.8380800156990794
1981-12-03,0.58905222842793,-2.711792833840045,0.2282056584267352,3.3797180610751343,0.2659078772324838,1.2985445355624234
1981-12-07,0.5089035259566511,-1.8006737486606867,0.1258913626436928,3.0654532324309725,0.4362150250858787,1.5041434834621987
1981-12-10,0.45331569122391674,-0.9812828325498137,0.4899183666100209,2.5337605669894168,0.6204690432293279,1.498669200319101
1981-12-14,0.40226843141743557,-0.34139003954348035,-0.12547964787265412,1.4819849894277755,1.1005816107255455,0.403568621896514
1981-12-17,0.35492670675706706,-0.6555751408030052,-0.9336045057040218,1.0706522747606257,1.0078569904578696,0.08712290091730623
1981-12-21,0.26633083544038455,-0.946760342311468,-0.7401022902072043,0.7632804571235671,0.12043681510086851,1.0624224026346958
1981-12-24,0.17236972748128154,-0.8181595776628657,-0.634280322806598,0.14315972575674868,-0.4481940935440314,1.2725705187032326
1981-12-28,0.058984138873052434,-0.6942302169088386,-1.2950073467108656,-0.3912517081918156,-0.5122948071525499,0.6932092411881838
1981-12-31,0.015259162107656458,-0.5960194736628638,-1.6503441099488432,-0.662428774459409,-0.251141994101496,0.3503269068126715
1982-01-04,0.031211759865644062,-0.7896340556235051,-2.2580516254168552,-0.6152478303532295,0.17420607221726936,0.5886603387955649
1982-01-07,0.004897150818686021,-0.3569909980785733,-1.5412795819872733,-1.3107825326273865,0.6442277134182023,0.639496809306549
1982-01-11,-0.10863582415292784,0.6855688351408609,0.4917317150757882,-2.3838638711557922,1.2187189650296533,0.8408182320356836
1982-01-14,-0.12331648451258066,0.8204832274060349,1.00460033930561,-1.879472877225922,1.9207221854901892,1.0676514097526437
1982-01-18,-0.10017001817298937,0.061286403474016704,0.3788419324709975,-1.5726353311255055,2.106439998130718,0.9471517496694415
1982-01-21,-0.16066283199326045,-0.7883412011328005,-0.368409135699887,-2.1795622838995943,1.343600779354503,1.0469778943281935
1982-01-25,-0.21378682952280711,-0.5531483494364573,-0.48607877238092617,-2.7291574381039094,0.8931120127437844,0.6964271368877879
1982-01-28,-0.17905093683873097,-0.017273537080747088,-0.06228311880632159,-2.5163739797239684,0.7963413629000294,0.4932113970975212
1982-02-01,-0.15939343400370237,-0.031107611460012285,0.3546178314671236,-2.1375020702629692,0.5803228996274462,0.6095956627663563
1982-02-04,-0.15572825434941806,0.04558193926388678,0.9785051426693354,-1.9783443882773102,0.7351087005164505,0.4606747389949847
1982-02-08,-0.08206686123524257,0.4336635353986889,2.4069167005876393,-1.252893724901379,1.576330226677949,0.4270344002505321
1982-02-11,0.0061133777248963085,0.8490148779556689,2.48331353482034,-0.035029570718506604,2.157715645752925,0.8853095597445944
