,0,1,2,3,4,5,6,7,8,9,10,11
1981-01-05,0.6465010243219409,-1.9783356148450537,-1.1256478406671155,-0.9683833168168942,-1.4694897876119808,0.7324181650314563,1.4789308619135006,-0.6510306130689919,0.46277354222919975,0.8908481676425196,-0.5986013576730336,1.0308759521831437
1981-01-08,0.7338918539897483,-2.07774720307274,-1.0363116153242211,-0.8335797263874399,-1.268057500042964,0.48977088540370556,1.9673843084455618,-0.7947917025687161,0.3350398515707293,0.7732665988817173,0.32452177011894656,0.6025784531766222
1981-01-12,1.3733922577677249,-1.7524105630992626,-0.4090965328325194,-1.040440141128056,-1.84961747483504,0.16420068164171384,2.4143561308729846,-0.44574155412245575,0.2833741763309947,0.8948087374921977,1.0714784291399893,-0.4168279927367731
1981-01-15,1.4576768313312676,-1.715843878057295,-0.33778154003886796,-1.0861594103071057,-1.7182598769219508,-0.06297023608668909,1.5887014377778916,-0.17325614217753552,0.735357726586514,1.229675306787127,1.0376326099372974,-0.58270473157227
1981-01-19,0.7970373390338835,-1.8817248788292793,-0.9586595193320342,-0.854108042444876,-1.7075216778629645,-0.10344080019492982,0.781123026206653,-0.6199607615384628,0.32302070896405666,1.833444595739514,0.49624430412991,0.39185163281616714
1981-01-22,0.31004767242953557,-1.8119959193032402,-1.2903647679925936,-0.9861262632823176,-1.8212142078417652,0.05569165182931225,0.28373745503103376,-0.6428345994894128,0.11189983232474109,2.106026669246948,-0.3467729924035088,0.30764881497674046
1981-01-26,0.04009909574307967,-1.123007791873942,-1.4425410535040848,-1.428822293431439,-1.5283712468510855,0.21760277289163552,-1.1681920075212902,-0.8865933914202162,-0.37511833326500654,1.7290182723587553,-0.7480530369078873,-1.092726397954248
1981-01-29,0.1774343003332264,-0.8587572757347395,-1.0483638777702866,-1.4319078141906136,-1.3433823389018293,0.21206468423837108,-0.9880284850777462,-1.2420343807257086,-0.8717281269856839,1.2838179024354237,0.3334835951238841,-1.382181464156034
1981-02-02,0.4173907482178382,-0.8746592257352446,0.34735147234707187,-0.7220588991282175,-1.7980370346158174,0.37486797046476167,-0.3458016486465468,-0.2606824400159388,-0.9045902807327634,-0.45527634117767174,1.050747485391971,-0.6095464270823335
1981-02-05,0.20925555458704792,0.03028718418190508,1.5321374761877031,-0.41297933903993145,-2.3471939553270813,0.6320435888942274,-0.25498022706946805,1.089085355911888,-0.4139193426143199,-1.758053074288142,-0.2556571539914053,-0.15151994035726998
1981-02-09,-0.04552919003102412,0.8018016999805153,2.578343988132436,0.02802258304307661,-1.7366553115330994,-0.014372738755067178,-0.19080573805488418,0.1714879230281939,0.7284273049874584,-2.030850965299449,-1.1572037135212576,0.5799569193681687
1981-02-12,0.1520410976543901,-0.02450529025399812,2.7049643800252356,0.43291675473052454,-1.4693250797297788,-0.4508502523095269,0.5283200793298634,-0.7466831170395061,1.4505493119471118,-1.4811176505344836,-1.1863655076771868,0.4102969021156322
1981-02-16,0.6639496100715961,-1.6670583755543193,1.870844206021225,-0.433287060156579,-1.0899424419114445,0.300507264590018,1.387092206594135,-0.2584924703157143,1.7953000309777392,-0.06301228266006319,-0.7597821227039316,0.4102281774787549
1981-02-19,0.898868675629725,-2.0139548552920665,0.9708566186737765,-1.5275336979028897,0.3126602347605618,0.623094723999772,1.151572266198112,0.19797796923435337,1.3789610855947965,0.6824186634432529,-0.4030697575192194,0.8780626034259951
1981-02-23,1.210340009417807,0.0033970136862981164,0.2565117013823976,-1.7908533160072162,1.2560822515609205,0.16299704393981618,0.7060658556201289,0.511510529970125,1.209990895423231,0.8452718450467841,-1.4857682937516272,0.23003793955399174
1981-02-26,1.6609065737424145,2.259840956691479,-0.22540566842194523,-1.2897492102197745,1.17180259479386,-0.20004388972964304,1.157248255619414,0.1524421088505264,1.3620919074847084,0.5285586624497445,-0.9906467150967245,-0.6039262690600782
1981-03-02,1.995708735777681,3.210492960440662,-0.6082033405283885,-0.343182335682744,1.4573182644371108,-0.3888643058862948,2.143440760717969,-0.18668639624307642,0.21337661517915793,-0.028703872560492304,1.0435694741487926,-1.5493308989453154
1981-03-05,2.1817635187096065,2.728860268768314,-0.6334401203623566,0.35650772560931143,1.7454999023974163,-0.631934088592008,1.9134560786453467,0.0652379305878374,-0.7118044737355184,-0.10195945290162259,1.3724725820281034,-1.7182714734159004
1981-03-09,2.1762481309806034,1.5826811172810304,-1.5463336779931918,0.28777035551880537,1.2592745154905152,-1.235252315782486,1.2255690612455499,-0.2990704036518688,-0.3580355712106519,-0.19451469648157138,1.0082148375218205,-0.8801754957472222
1981-03-12,1.7547174563017867,1.6004163551654051,-2.33389172918505,0.027139826795061276,0.9330892482417703,-1.2150154197693228,1.1190310777559933,-0.9817739827304377,0.15543653574378538,0.07746932846780444,0.8165534140919506,-0.714277366904673
1981-03-16,1.0784207739297593,2.196237571896892,-2.5379498348603327,0.5280395751279863,0.6500507441466683,-0.36088595729941986,1.3972824869222686,0.17945563115592192,0.08962951174468999,0.46849156863126495,0.516264463412959,-0.8826803965450127
1981-03-19,0.5074477006134618,1.5021176613087759,-2.222090842127938,0.9781840509120134,-0.18790515056759374,0.15170801268916878,1.477218766956352,1.524647810871511,-0.2305286598640943,0.07633529603444561,0.7604010477873566,-0.42211978561394664
1981-03-23,-0.271018540593673,0.2576471204385057,-1.330114466799469,0.9907632826200082,-0.08592820800398146,0.2549226994533003,1.0529402880095666,1.2405910227212154,-0.38570215812220054,-0.2659434054197295,0.6904701512472625,0.4582136531373064
1981-03-26,-0.7131646839662955,-0.20094264002041298,-0.4614729940419269,0.6723883704072318,0.9608901613852439,0.40422327796220997,-0.40588181408380075,0.26454104680851304,-0.22590475111153951,0.06389859444862436,-0.22519924891278373,0.5491786277960214
1981-03-30,-1.0749702077457344,-0.01848075159403788,0.715959410848443,-0.06365916539085,2.165681291395393,1.507297902100523,-1.6105863804369533,-0.8568150465077139,0.08168356816328581,-0.08388314035814205,-1.7861377312686946,-0.10925655732475753
1981-04-02,-0.9450311435299926,0.3741815212491767,1.4127040125615498,-0.3992253635310286,2.554159368065507,2.236188630144606,-1.3288946307757423,-1.0121649628861258,-0.24606978395561316,-0.6336201300667856,-2.025790720332047,-0.1945200062951497
1981-04-06,0.032530931322384785,0.8181074178482176,1.4792221555189287,-1.096666556926877,1.4600137592486466,2.21342525577169,-0.6514123373041366,0.4048492034062355,-0.7834691176110636,-1.0541869490669298,-2.143235685497666,-0.5462041056093385
1981-04-09,0.869127872091956,0.9006267709813035,0.9160023593868839,-1.3817446537910247,0.6562079548382173,1.1963206747708695,-0.2736416587673892,1.1295895625400685,-0.39183704721331986,-1.211012514131817,-2.173634642759822,-0.4611147437951203
1981-04-13,1.3568152099887463,-0.02514573512537694,0.049396168211488165,-1.2592858223352914,0.9362533227017407,-0.4107258285450622,-0.23963359130461928,-0.3760670396454885,0.8615152589186569,-1.4953008604172844,-1.0845992131976114,0.13881131443421435
1981-04-16,1.2385879423818529,-0.09394929814867947,-0.47304113268302567,-1.5257145966897399,1.4999330602596084,-0.7440880974986194,0.08551823797010469,-1.5458980039807755,1.2325147757422663,-1.5470066785466285,0.1435638752471581,-0.2808365255368215
1981-04-20,0.968241898550203,0.28483700983099175,-0.7118895871046494,-1.480700262778989,1.656780502416431,-0.41541377383180117,0.36355192807354336,-1.9232448585719377,0.2918075917258539,-1.0536396249398972,0.8794288197759375,-0.7423013557677465
1981-04-23,1.0152455488169125,-0.23873032951187048,-0.7954916320330694,-0.6162718720069675,0.9671051024837667,-0.108887717923391,0.056144724366764855,-1.6205015512636476,0.42660904871095245,-0.8562871326752391,0.2727319436139309,-1.1669718816114019
