,0,1,2,3,4,5,6,7,8,9,10,11
1981-01-05,-0.12004539679658793,0.010322396806057337,-0.03379165982755049,-0.04779066329411931,-0.03201110725898749,-0.2837594125982603,0.07326206444423823,-0.2753685276816869,0.321020097684877,-1.1266243524662571,1.0437318789463288,0.4758259639190927
1981-01-08,-0.1200542572105495,0.010361018145807274,-0.03373040427866965,-0.04734082435548859,-0.031679615720979826,-0.2866194693948301,0.07684583891786882,-0.2768830008754567,0.31166381082719863,-1.1130718142846812,1.0370824712145719,0.4633582617213296
1981-01-12,-0.12038185797472963,0.010386506928743246,-0.03335261725632555,-0.044473790751621084,-0.032349976920134055,-0.29696590865758005,0.08457618974346226,-0.2948189482233447,0.3431465278384248,-1.1218174450219014,1.0250411909998631,0.4702805704027422
1981-01-15,-0.12064604733093656,0.010406871934893916,-0.033479243129548,-0.043832638918164614,-0.03310874858085957,-0.3007734206559948,0.08553938611615353,-0.3016182325690549,0.3626885543472359,-1.1432381630597386,1.0385086396453738,0.4826591602435644
1981-01-19,-0.12055969932360079,0.010828733430493492,-0.033278924728052134,-0.04705179046076402,-0.03267778414511691,-0.3042375298515977,0.09687121392413403,-0.3043686017305022,0.355432745368406,-1.1518219853328369,1.0697212588120888,0.4720684825849756
1981-01-22,-0.12036298325038851,0.0109507775872798,-0.03280396548314393,-0.04781718742286237,-0.03189232599332423,-0.30782080134732004,0.10499273194995326,-0.3058607454620238,0.35963258288879657,-1.1558813702351485,1.103830403989779,0.46979592299662803
1981-01-26,-0.12074195597719661,0.010863876426983315,-0.033162781514989303,-0.04643805292290037,-0.032344448813330894,-0.3130237273592582,0.09621288817272126,-0.30199578591665394,0.3831203834471503,-1.1771832749014053,1.1509009538533734,0.49465468965837645
1981-01-29,-0.12082284844627265,0.01053548285368959,-0.033718875334200434,-0.04614129398264875,-0.03290345092529425,-0.32260526461092176,0.0910795184357246,-0.3019936096929409,0.38635630704256363,-1.1770814914067629,1.1610686907311363,0.5068686665588854
1981-02-02,-0.12051075529163052,0.010114171677071156,-0.03424936744075701,-0.04732866895018758,-0.032885980678964935,-0.3292703753543733,0.08917624000803283,-0.2966621209087181,0.35310559430063354,-1.1480226873801205,1.1595391288165386,0.5028893565369988
1981-02-05,-0.12018090283923073,0.009849939485134974,-0.03453696163267349,-0.047783052215760555,-0.03239960875732839,-0.3253150068064314,0.08775588865081826,-0.2894919964110716,0.3302326496391,-1.1297229170778629,1.1498870063134647,0.49377711345527775
1981-02-09,-0.1198855090687723,0.009778048699178359,-0.03414141352698382,-0.04781452003534333,-0.03180109094023633,-0.31136743965582464,0.08764708482962642,-0.2847544116408334,0.33456203916650634,-1.1296612987066754,1.1094844588565658,0.4659513462050838
1981-02-12,-0.12049522343384492,0.010415796655838918,-0.03440030514921408,-0.04737873527193353,-0.031994806861440586,-0.3024743360592135,0.08249483142311223,-0.2802739885938807,0.3489664798349335,-1.1451515875441836,1.0986099246619097,0.4533987701319197
1981-02-16,-0.12046592609161483,0.010428467896870394,-0.03464682864802577,-0.04843089590865474,-0.03188492417077036,-0.30587106408083264,0.08278198922624586,-0.2792860658065655,0.3350305768525824,-1.1513953471494607,1.1069609014292723,0.429220885488898
1981-02-19,-0.12063953334987951,0.010721813640427494,-0.03513336800535594,-0.04919191009097735,-0.031814137959478045,-0.3077378936925115,0.08285437210494985,-0.2792292558644034,0.31910268111441453,-1.149503441596131,1.1093776346114699,0.40845656078790304
1981-02-23,-0.1212657768788513,0.011378091057319187,-0.03675406771230906,-0.04772196188791109,-0.03158537562422002,-0.29331949994421286,0.06725958560694155,-0.2583114181743246,0.2934232271146969,-1.128460534311645,1.120068926887441,0.4051056585267599
1981-02-26,-0.12089814127156448,0.011152127690564825,-0.0368399547445194,-0.04727079011984947,-0.031114267030310713,-0.28342349582646187,0.06042261844475218,-0.24887600055464795,0.27133412708389176,-1.1251130795326922,1.1209110089842027,0.39615811206367835
