,0,1,2,3,4,5
1981-01-05,-0.6539781639919071,-0.29889478845466655,0.0077043045106487745,-0.2828285393271653,-0.04069354084429118,0.05453033161066411
1981-01-08,-0.6535215518460309,-0.2983479244139681,0.008839159585898669,-0.28273404718659506,-0.04132514948757046,0.053815576402626394
1981-01-12,-0.6521558353045136,-0.2968924441496856,0.012558189355363573,-0.28231604887709016,-0.04155801093812593,0.052547952840703356
1981-01-15,-0.6508936522835853,-0.29585795676501125,0.016263006351834995,-0.2815886931746044,-0.04055485123343811,0.05323709037529571
1981-01-19,-0.6506037705496345,-0.2962662554080183,0.01890528165556149,-0.2808095950543423,-0.039032226861244544,0.056069603971553444
1981-01-22,-0.6499490972179757,-0.29609905859043795,0.019604134523361787,-0.28122230210372884,-0.03569234915409252,0.05590331507751534
1981-01-26,-0.6482250901381438,-0.2953975337892647,0.021715336004378263,-0.28182391780623817,-0.030175585192267335,0.055498010847064926
1981-01-29,-0.6466936699872178,-0.29837876338230856,0.02115202529995476,-0.28033318325193984,-0.03134517014745283,0.05752024470394043
1981-02-02,-0.644450378471427,-0.30379826280695665,0.019256144725981375,-0.27734104901339357,-0.03555055629788228,0.0600129729259267
1981-02-05,-0.6431333672324777,-0.30474816220944384,0.019654019873230445,-0.2764278525557047,-0.03656256757130585,0.05972047546361684
1981-02-09,-0.6421624045918485,-0.3052972982517391,0.020358595845501724,-0.2760228463977879,-0.03658951122537,0.06017408894492465
1981-02-12,-0.6410843530689162,-0.3061163408993677,0.021254499598677114,-0.2755062674418956,-0.03640730409501781,0.06095393426394063
1981-02-16,-0.6396564427154584,-0.30708517410490394,0.022307250063115288,-0.2749462526869464,-0.03625476640890289,0.06186346719351451
1981-02-19,-0.6394291422629561,-0.30731526647416973,0.022521352608642756,-0.2748996417645565,-0.03622111627412826,0.061942019187369635
1981-02-23,-0.6375920795198816,-0.30811752435346756,0.0213331981165375,-0.2749894485494165,-0.03831034916992334,0.05892662580062062
1981-02-26,-0.6368867217044072,-0.3079344097759474,0.015945473675010608,-0.2762467817887446,-0.04240945842241478,0.05328083726783926
